scope_reason,award_id,piid,operator_raw,operator_relation,naics_code,naics_description,pop_city,pop_state,pop_country,fiscal_year,obligated_amount,description,source_file
foreign_performance,CONT_AWD_0001_9700_FA558712D0007_9700,0001,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,78147.12,"CUSTODIAL SERVICES AT RAF MILDENHALL, UNITED KINGDOM",sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0001_9700_W912PA05D0001_9700,0001,SODEXO PASS BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2005.0,597881.32,200505!500330!2100!W912PA!RCO BENELUX                     !W912PA05D0001  !A!N! !N!0001         !      !20050201!20060131!282859214!282859214!261190003!N!SODEXHO PASS BELGIUM SA       !RUE DU MARCHE AUX HERBES 1!BRUXELLES           !BE!*    !00000!   !BE!*                   !*                     !BELGIUM   !+000000634670!N!N!000000000000!9999!MISCELLANEOUS ITEMS                               !C9E!ALL OTHER SUPPLIES AND EQUIPMENT    !000 !*                             !524292!E! !5!A!S! ! ! !20200930!B! ! !N!Z!A!U!J!2!002!A!  !Z!N!Z!B!BE!Y!L!N! ! ! ! ! !A!A!000!A!B!N! ! ! ! !    !      !0001! !,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0001_9700_W912PA10D0001_9700,0001,SODEXO BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2010.0,739694.77,MEAL VOUCHERS,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0001_9700_W912PA13D0004_9700,0001,SODEXO PASS BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2014.0,701958.91,MEAL VOUCHERS;IGF::OT::IGF,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0001_9700_W912PA15D0003_9700,0001,SODEXO PASS BELGIUM SA,unknown,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",,,BEL,2015.0,625778.29,IGF::OT::IGF ELECTRONIC MEAL VOUCHERS,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0002_9700_FA558712D0007_9700,0002,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,20834.27,LEVEL 4 CLEANING -CDC/AYA/FITNESS/DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0002_9700_W912PA05D0001_9700,0002,SODEXO PASS BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2006.0,599389.72,200605!600417!2100!W912PA!RCO BENELUX                     !W912PA05D0001  !A!N! !N!0002         !      !20060207!20070131!282859214!282859214!261190003!N!SODEXHO PASS BELGIUM SA       !RUE DU MARCHE AUX HERBES 1!BRUXELLES           !BE!     !00000!   !BE!                    !                      !BELGIUM   !+000000780220!N!N!000000000000!G099!OTHER SOCIAL SERVICES                             !C9E!ALL OTHER SUPPLIES AND EQUIPMENT    !000 !NOT DISCERNABLE               !524292!E! !5!A!S! ! ! !99990909!B! ! !N!Z!A!U!J!2!002!B!  !Z!N!Z!B!BE!Y!L!N! ! ! ! ! !A!A!000!A!B!N! ! ! ! !    !      !0001! !,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0002_9700_W912PA15D0003_9700,0002,SODEXO PASS BELGIUM SA,unknown,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",,,BEL,2016.0,133018.19,IGF::OT::IGF    ELECTRONIC MEAL VOUCHERS,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0003_9700_FA558712D0007_9700,0003,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,9888.21,"CUSTODIAL SERVICES FOR AIR PASSENGER TERMINAL, RAF MILDENHALL",sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0003_9700_W912PA05D0001_9700,0003,SODEXO PASS BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2007.0,1431297.52,MEAL VOUCHER,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0004_9700_FA558712D0007_9700,0004,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,111333.13,LEVEL 4 CLEANING -CDC/AYA/FITNESS - RAFL,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0004_9700_W912PA05D0001_9700,0004,SODEXO PASS BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2008.0,690497.35,MEAL VOUCHERS,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0005_9700_FA558712D0007_9700,0005,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,3457.91,LEVEL 4 CLEANING - DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0006_9700_FA558712D0007_9700,0006,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,14562.03,LEVEL 4 CLEANING AT RAF FAIRFORD,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0006_9700_W912PF15D0007_9700,0006,COMPASS GROUP ITALIA S.P.A.,unknown,722310,FOOD SERVICE CONTRACTORS,,,ITA,2015.0,53608.49,"IGF::OT::IGF  CAR ACTION REPORTING ONLY FOR THE MONTHS OF JULY- SEPTEMBER 2017 (EURO 48,194.03, $53608.49).",CompassGroup/Contracts_PrimeAwardSummaries_2026-07-16_H18M44S31_1.csv
foreign_performance,CONT_AWD_0007_9700_FA558712D0007_9700,0007,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,33739.29,LEVEL 4 CLEANING AT RAF ALCONBURY,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0007_9700_W912PF15D0007_9700,0007,COMPASS GROUP ITALIA S.P.A.,unknown,722310,FOOD SERVICE CONTRACTORS,,,ITA,2015.0,57145.0,"IGF::OT::IGF  CAR ACTION REPORTING ONLY FOR THE MONTHS OF OCTOBER-DECEMBER 2017 (EURO 53,310.57, $57,145.00).",CompassGroup/Contracts_PrimeAwardSummaries_2026-07-16_H18M44S31_1.csv
foreign_performance,CONT_AWD_0008_9700_FA558712D0007_9700,0008,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,12362.96,LEVEL 4 CLEANING AT RAF MOLESWORTH,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0008_9700_W912PF15D0007_9700,0008,COMPASS GROUP ITALIA S.P.A.,unknown,722310,FOOD SERVICE CONTRACTORS,,,ITA,2015.0,62235.73,"IGF::OT::IGF  CAR ACTION REPORTING ONLY FOR THE MONTHS OF JANUARY-MARCH 2018 (EURO 58059.72, $62,235.73).",CompassGroup/Contracts_PrimeAwardSummaries_2026-07-16_H18M44S31_1.csv
foreign_performance,CONT_AWD_0009_9700_FA558712D0007_9700,0009,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2012.0,30476.57,LEVEL 4 CLEANING AT RAF CROUGHTON,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_0009_9700_W912PF15D0007_9700,0009,COMPASS GROUP ITALIA S.P.A.,unknown,722310,FOOD SERVICE CONTRACTORS,,,ITA,2015.0,57376.76,"IGF::OT::IGF  CAR ACTION REPORTING ONLY FOR THE MONTHS OF APRIL - JUNE 2018 ($57,376.76 EURO 53,526.78).",CompassGroup/Contracts_PrimeAwardSummaries_2026-07-16_H18M44S31_1.csv
foreign_performance,CONT_AWD_0010_9700_W912PF15D0007_9700,0010,COMPASS GROUP ITALIA S.P.A.,unknown,722310,FOOD SERVICE CONTRACTORS,,,ITA,2015.0,54851.76,"IGF::OT::IGF  CAR ACTION REPORTING ONLY FOR THE MONTHS OF JULY - SEPTEMBER 2018 (EURO 51,171.21, $54,851.76).",CompassGroup/Contracts_PrimeAwardSummaries_2026-07-16_H18M44S31_1.csv
foreign_performance,CONT_AWD_1001_9700_FA558712D0007_9700,1001,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,469235.31,FY 13 TASK ORDER RAF MILDENHALL,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1001_9700_W912PA10D0001_9700,1001,SODEXO BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2011.0,773635.38,MEAL VOUCHERS,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1001_9700_W912PA13D0004_9700,1001,SODEXO PASS BELGIUM SA,unknown,524292,THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS,,,BEL,2014.0,649044.54,IGF::OT::IGF MEAL VOUCHERS,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1002_9700_FA558712D0007_9700,1002,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,124491.62,FY 13 TASK ORDER RAF MILDENHALL CDC/AYA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1003_9700_FA558712D0007_9700,1003,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,56387.15,"AMC PASSENGER TERMINAL, BLDG 598, FY13",sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1004_9700_FA558712D0007_9700,1004,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,663887.23,FY13 TASK ORDER RAF LAKENHEATH,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1005_9700_FA558712D0007_9700,1005,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,27544.88,FY13 TASK ORDER DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1006_9700_FA558712D0007_9700,1006,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,99289.11,LEVEL 4 CLEANING - CDC/AYA/FITNESS/DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1007_9700_FA558712D0007_9700,1007,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,203658.23,LEVEL 4 CLEANING - CDC/AYA/FITNESS/DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1008_9700_FA558712D0007_9700,1008,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,77839.35,LEVEL 4 CLEANING - CDC/AYA/FITNESS/DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1009_9700_FA558712D0007_9700,1009,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,166744.36,LEVEL 4 CLEANING - CDC/AYA/FITNESS/DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1010_9700_FA558712D0007_9700,1010,SODEXO LTD,exact,561210,FACILITIES SUPPORT SERVICES,,,GBR,2013.0,28216.36,LEVEL 4 CLEANING - CDC/AYA/FITNESS/DCMA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1109_9700_W912PG09D0007_9700,1109,SODEXO SERVICES GMBH,unknown,561720,JANITORIAL SERVICES,,,DEU,2011.0,148351.52,CONSOLIDATED CAR FOR 156 TASK ORDERS ISSUED BY EXTERNAL ORDERING OFFICER FOR CUSTODIAL SERVICES WITHIN THE USAG SCHWEINFURT,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_1209_9700_W912PG09D0007_9700,1209,SODEXO SERVICES GMBH,unknown,561720,JANITORIAL SERVICES,,,DEU,2012.0,108196.07,CONSOLIDATED TASK ORDER FOR 120 TASK ORDERS ISSUED BY EXTERNAL ORDERING OFFICERS FOR CLEANING OF GOVERTMENT QUARTER WITHING USAG SCHWEINFURT.,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2521F0261_1900_19BR2521D0001_1900,19BR2521F0261,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2021.0,35038.43,HR PAYROLL-SODEXO TASK ORDER - APRIL 2021 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2521F0288_1900_19BR2521D0001_1900,19BR2521F0288,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2021.0,35668.56,HR PAYROLL-SODEXO TASK ORDER - MAY 2021 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2521F0539_1900_19BR2521D0001_1900,19BR2521F0539,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2021.0,41454.55,HR PAYROLL-SODEXO TASK ORDER - JUNE 2021 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2521F0659_1900_19BR2521D0001_1900,19BR2521F0659,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2021.0,22819.82,HR PAYROLL - SODEXO - TASK ORDER - JULY/AUG/SEPT 2021 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2521F0660_1900_19BR2521D0001_1900,19BR2521F0660,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2021.0,20076.92,HR PAYROLL - SODEXO -  TASK ORDER - JULY/AUG/SEPT 2021 - NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2521F0668_1900_19BR2521D0001_1900,19BR2521F0668,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2021.0,259560.45,HR PAYROLL-SODEXO TASK ORDER - JULY/AUG/SEPT 2021 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0094_1900_19BR2521D0001_1900,19BR2522F0094,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,82369.53,N/A,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0131_1900_19BR2521D0001_1900,19BR2522F0131,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,19978.28,HR PAYROLL - SODEXO -  TASK ORDER - JAN-JUNE 2022 - NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0177_1900_19BR2521D0001_1900,19BR2522F0177,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,49383.13,HR PAYROLL-SODEXO TASK ORDER - MAR 2022 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0201_1900_19BR2521D0001_1900,19BR2522F0201,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,47472.35,HR PAYROLL-SODEXO TASK ORDER - APRIL2022 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0215_1900_19BR2521D0001_1900,19BR2522F0215,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,153856.07,HR PAYROLL-SODEXO TASK ORDER - MAY 2022 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0216_1900_19BR2521D0001_1900,19BR2522F0216,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,12699.93,HR PAYROLL - SODEXO - TASK ORDER - MAY 2022 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0294_1900_19BR2521D0001_1900,19BR2522F0294,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,134058.92,HR PAYROLL-SODEXO TASK ORDER - AUG-OCTOBER 2022 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0295_1900_19BR2521D0001_1900,19BR2522F0295,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,11315.44,HR PAYROLL - SODEXO - TASK ORDER - AUGUST-OCTOBER 2022 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2522F0296_1900_19BR2521D0001_1900,19BR2522F0296,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2022.0,10798.12,HR PAYROLL - SODEXO -  TASK ORDER - AUGUST-OCTOBER 2022 - NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0020_1900_19BR2521D0001_1900,19BR2523F0020,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,101590.42,BSB|HR PAYROLL| SODEXO TASK ORDER-NOV - DEC -2022 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0076_1900_19BR2521D0001_1900,19BR2523F0076,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,73644.97,BSB|HR PAYROLL| SODEXO TASK ORDER- JAN -FEB -2023 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0194_1900_19BR2521D0001_1900,19BR2523F0194,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,99385.32,BSB|HR PAYROLL| SODEXO TASK ORDER- MAR-APRIL -2023 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0310_1900_19BR2521D0001_1900,19BR2523F0310,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,97772.74,BSB|HR PAYROLL| SODEXO TASK ORDER- MAY/JUNE -2023 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0371_1900_19BR2521D0001_1900,19BR2523F0371,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,104288.3,BSB|HR PAYROLL| SODEXO TASK ORDER- JULY/AUGUST -2023 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0557_1900_19BR2521D0001_1900,19BR2523F0557,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,10104.25,BSB|HR PAYROLL| SODEXO-TASK ORDER- SEPT TO NOV 2023 - NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0559_1900_19BR2521D0001_1900,19BR2523F0559,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,12575.57,BSB|HR PAYROLL| SODEXO-TASK ORDER-SEP TO NOV 2023 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2523F0560_1900_19BR2521D0001_1900,19BR2523F0560,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2023.0,134586.15,BSB|HR PAYROLL| SODEXO TASK ORDER- SEPT - NOV -2023 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0046_1900_19BR2521D0001_1900,19BR2524F0046,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,10311.36,BSB|HR PAYROLL| SODEXO-TASK ORDER- DEC 23 -  FEB 24 - NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0047_1900_19BR2521D0001_1900,19BR2524F0047,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,12571.55,BSB|HR PAYROLL| SODEXO-TASK ORDER- DEC 23 - FEB 24 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0048_1900_19BR2521D0001_1900,19BR2524F0048,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,160304.48,BSB|HR PAYROLL| SODEXO TASK ORDER- DEC 23 - FEB 24  - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0162_1900_19BR2521D0001_1900,19BR2524F0162,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,24970.3,BSB|HR PAYROLL| SODEXO-TASK ORDER- MARCH 24 -  SEPT 24 - NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0220_1900_19BR2521D0001_1900,19BR2524F0220,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,158474.08,BSB|HR PAYROLL| SODEXO TASK ORDER- MAR - MAY 2024 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0221_1900_19BR2521D0001_1900,19BR2524F0221,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,12776.82,BSB|HR PAYROLL| SODEXO-TASK ORDER- MARCH - MAY  2024 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0460_1900_19BR2521D0001_1900,19BR2524F0460,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,12334.37,BSB|HR PAYROLL| SODEXO-TASK ORDER- JUNE TO AUGUST 2024 - SA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0461_1900_19BR2521D0001_1900,19BR2524F0461,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,154204.72,BSB|HR PAYROLL| SODEXO TASK ORDER- JUNE-JULY-AUG 24 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0708_1900_19BR2521D0001_1900,19BR2524F0708,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,43427.53,BSB|HR PAYROLL| SODEXO TASK ORDER- SEPTEMBER 24 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0775_1900_19BR2521D0001_1900,19BR2524F0775,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,10119.82,BSB|HR PAYROLL| SODEXO- SEP 30 -DEC 31 2024- NSA,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2524F0797_1900_19BR2521D0001_1900,19BR2524F0797,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2024.0,176266.47,BSB|HR PAYROLL| SODEXO SEP30 - DEC31 2024 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
foreign_performance,CONT_AWD_19BR2525F0216_1900_19BR2521D0001_1900,19BR2525F0216,SODEXO PASS DO BRASIL SERVICOS E COMERCIO S/A,unknown,722310,FOOD SERVICE CONTRACTORS,,,BRA,2025.0,69536.64,BSB|HR PAYROLL| SODEXO FEBRUARY - MARCH 2025 - STATE,sodexo/Contracts_PrimeAwardSummaries_2026-07-14_H17M17S27_1.csv
