venue_id,canonical_name,venue_type,city,city_source,state,lat,lng,opened_date,closed_date,capacity,wikidata_qid,osm_id,spine_source,coord_delta_km,in_scope,name_is_ambiguous,alias_count,dated_alias_count,all_aliases
wd-Q117460496,Stargel Stadium,stadium,Cincinnati,wikidata_unverified,OH,,,2004-01-01,2018-01-01,3000,Q117460496,,wikidata,,True,True,3,0,Stargel Stadium | Stargel Stadium (2004) | Willard R. Stargel Stadium
wd-Q117460538,Stargel Stadium,stadium,Cincinnati,wikidata_unverified,OH,,,1986-01-01,2004-01-01,,Q117460538,,wikidata,,True,True,4,2,Stargel Stadium | Taft Stadium | Willard R. Stargel Stadium | Stargel Stadium (1986)
wd-Q117707279,Beaver Creek Golf Course,golf_course,,no_place,IA,41.72582,-93.77384,,,,Q117707279,,wikidata,,False,False,1,0,Beaver Creek Golf Course
wd-Q117707464,Beaver Meadows Golf Club,golf_course,,no_place,IA,42.58331,-92.78909,,,,Q117707464,,wikidata,,False,False,1,0,Beaver Meadows Golf Club
wd-Q117707952,Bedford Golf Course,golf_course,,no_place,IA,40.68888,-94.72247,,,,Q117707952,,wikidata,,False,False,1,0,Bedford Golf Course
wd-Q117708273,Beech Nut Golf Course,golf_course,Hudson,incorporated_places,IA,42.4086,-92.4588,,,,Q117708273,,wikidata,,False,False,1,0,Beech Nut Golf Course
wd-Q117750772,M. E. Lyons YMCA,other,Dry Run,census_designated_places,OH,39.090277777,-84.328611111,1972-01-01,,,Q117750772,way/572010479,wikidata,0.039,False,False,1,0,M. E. Lyons YMCA
wd-Q117845772,Sport Center of Las Vegas,other,Enterprise,census_designated_places,NV,36.070353,-115.1668498,,,,Q117845772,,wikidata,,False,False,1,0,Sport Center of Las Vegas
wd-Q116783076,Asahi Field,ballpark,San Jose,incorporated_places,CA,37.358333333,-121.899166666,1926-07-04,,,Q116783076,,wikidata,,True,False,2,0,Asahi Field | Asahi Baseball Park
wd-Q116822175,Duke University Golf Club,golf_course,Durham,incorporated_places,NC,35.9929923,-78.9472126,,,,Q116822175,,wikidata,,False,False,5,0,Duke University Golf Club | Duke Golf Club | Duke Golf Course | Duke University Golf Course | Washington Duke Golf Club
wd-Q116893943,Keating Aquatic Center,arena,Cincinnati,incorporated_places,OH,39.132777777,-84.514722222,2006-01-01,,,Q116893943,,wikidata,,True,False,1,0,Keating Aquatic Center
wd-Q11597,DATCU Stadium,stadium,Denton,incorporated_places,TX,33.203611111,-97.159444444,,,30850,Q11597,way/141598547,wikidata,0.065,True,False,3,0,DATCU Stadium | Apogee Stadium | Mean Green Stadium
wd-Q117327932,Forrest Creason Golf Course,golf_course,Bowling Green,incorporated_places,OH,41.383,-83.6225,,,,Q117327932,,wikidata,,False,False,1,0,Forrest Creason Golf Course
wd-Q118100113,New Concord Speedway,racetrack,,no_place,NC,35.23561,-81.87577,,,,Q118100113,,wikidata,,True,False,3,0,New Concord Speedway | Concord International Speedway | Harris Speedway
wd-Q118100654,Tar Heel Speedway,racetrack,,no_place,NC,35.91294,-79.797598,,,,Q118100654,,wikidata,,True,False,1,0,Tar Heel Speedway
wd-Q1128819,United States Naval Test Pilot School,other,,none,,,,1945-01-01,,,Q1128819,,wikidata,,False,False,6,0,United States Naval Test Pilot School | NTPS | Naval Test Pilot School | U.S. Naval Test Pilot School | US Naval Test Pilot School | USNTPS
wd-Q1171030,Juan Ramón Loubriel Stadium,stadium,Bayamón zona urbana,census_designated_places,,18.393333,-66.150833,2003-01-01,,22000,Q1171030,,wikidata,,True,False,1,0,Juan Ramón Loubriel Stadium
wd-Q109592076,Superstar,other,,no_place,,43.626,-72.798,,,,Q109592076,,wikidata,,False,False,1,0,Superstar
wd-Q109956622,Fleetwood Park,racetrack,New York,incorporated_places,,40.83,-73.915,1870-01-01,1898-01-01,,Q109956622,,wikidata,,True,False,1,0,Fleetwood Park
wd-Q110094751,Carter Jones Skate Park,recreation,Richmond,incorporated_places,,37.516519,-77.460169,,,,Q110094751,,wikidata,,False,False,1,0,Carter Jones Skate Park
wd-Q110143685,Sgt. William Dougherty Skate Park,recreation,New York,incorporated_places,,40.723730482,-73.936723946,,,,Q110143685,,wikidata,,False,False,5,0,Sgt. William Dougherty Skate Park | Sarge's | Sarge's Skate Park | Sarge's Skatepark | Sgt. William Dougherty Skatepark
wd-Q110143691,Seba Playground Skatepark,recreation,,none,,,,,,,Q110143691,,wikidata,,False,False,2,0,Seba Playground Skatepark | Seba Playground Skate Park
wd-Q110255114,Guajataka Scout Reservation,other,,no_place,,18.367614,-66.920106,1938-01-01,,,Q110255114,13519737,wikidata,,False,False,3,0,Guajataka Scout Reservation | Camp Guajataca | Camp Guajataka
wd-Q110690909,Mesa Rim,recreation,,none,,,,2010-01-01,,,Q110690909,,wikidata,,False,False,2,0,Mesa Rim | Mesa Rim Climbing Centers
wd-Q110690928,Vertical Hold,recreation,,none,,,,,,,Q110690928,,wikidata,,False,False,2,0,Vertical Hold | Vertical Hold Rock Climbing Gym
wd-Q110761553,Strength By Sami,recreation,,none,,,,,,,Q110761553,,wikidata,,False,False,1,0,Strength By Sami
wd-Q110772727,Sesame Place San Diego,aquatic_center,Chula Vista,incorporated_places,,32.5884,-117.0101,,,,Q110772727,,wikidata,,False,False,2,0,Sesame Place San Diego | Sesame Place
wd-Q110903742,181st Street Ice Palace,arena,New York,incorporated_places,,40.84818,-73.93131,1917-01-01,,,Q110903742,,wikidata,,True,False,1,0,181st Street Ice Palace
wd-Q110916065,Naval Diving Salvage and Training Center,other,,none,,,,,,,Q110916065,,wikidata,,False,False,4,0,Naval Diving Salvage and Training Center | NDSTC | Naval Diving & Salvage Training Center | US Naval Diving & Salvage Training Center
wd-Q110921203,Russell Sage Rink,arena,Hamilton College,census_designated_places,,43.04989,-75.405979,1921-01-01,,,Q110921203,,wikidata,,True,False,1,0,Russell Sage Rink
wd-Q111021567,Nat Holman Gymnasium,other,,none,,,,,,2000,Q111021567,,wikidata,,False,False,3,0,Nat Holman Gymnasium | Nat Holman Gym | The Nat Holman Gymnasium
wd-Q111083648,United States Army Transportation School,other,,none,,,,,,,Q111083648,,wikidata,,False,False,2,0,United States Army Transportation School | U.S. Army Transportation School
wd-Q111492701,Fight Ready,recreation,,none,,,,,,,Q111492701,,wikidata,,False,False,2,0,Fight Ready | Fight Ready MMA & Fitness
wd-Q111912578,Alabama A&M Events Center,arena,Huntsville,incorporated_places,,34.781138888,-86.580527777,2022-01-01,,,Q111912578,,wikidata,,True,False,1,0,Alabama A&M Events Center
wd-Q111913717,Frontwave Arena,arena,Oceanside,incorporated_places,,33.207777777,-117.314722222,2024-01-01,,,Q111913717,,wikidata,,True,False,1,0,Frontwave Arena
wd-Q111914269,Merkert Gymnasium,arena,,no_place,,42.0576,-71.0789,1973-01-01,,,Q111914269,,wikidata,,True,False,2,0,Merkert Gymnasium | Paula Sullivan Court
wd-Q111926741,Forest Park Golf Course,golf_course,,none,,,,,,,Q111926741,,wikidata,,False,False,1,0,Forest Park Golf Course
wd-Q111938261,Baño Grande,aquatic_center,,no_place,,18.301666666,-65.785277777,,,,Q111938261,,wikidata,,False,False,1,0,Baño Grande
wd-Q111943698,Canham Natatorium,stadium,Ann Arbor,incorporated_places,,42.267777777,-83.741027777,1988-01-01,,,Q111943698,,wikidata,,True,False,2,0,Canham Natatorium | Donald B. Canham Natatorium
wd-Q112210826,Joe Brown Park,other,New Orleans,incorporated_places,,30.029701577,-89.966935661,,,,Q112210826,,wikidata,,False,False,1,0,Joe Brown Park
wd-Q112210860,Jefferson High School Football Stadium,stadium,El Paso,incorporated_places,,31.768663611,-106.436118075,,,,Q112210860,,wikidata,,True,False,1,0,Jefferson High School Football Stadium
wd-Q112580302,Willis & Martha Herr Stadium,stadium,,no_place,,40.074406769,-76.289877325,,,500,Q112580302,,wikidata,,True,False,1,0,Willis & Martha Herr Stadium
wd-Q112620319,VISA Athletic Center,other,,no_place,,28.338833841,-81.556004837,,,,Q112620319,,wikidata,,False,False,1,0,VISA Athletic Center
wd-Q112620434,State Farm Field House,arena,,no_place,,28.337729014,-81.556991906,,,5000,Q112620434,,wikidata,,True,False,2,0,State Farm Field House | HP Field House
wd-Q112620639,Diggerland USA,aquatic_center,,none,,,,,,,Q112620639,,wikidata,,False,False,1,0,Diggerland USA
wd-Q113428164,Chicago Street Course,racetrack,Chicago,incorporated_places,,41.875833333,-87.620555555,,,,Q113428164,,wikidata,,True,False,1,0,Chicago Street Course
wd-Q113454632,Saint Mary's Stadium,stadium,Moraga,incorporated_places,,37.841704949,-122.105516841,,,5500,Q113454632,,wikidata,,True,False,2,0,Saint Mary's Stadium | St. Mary's Satdium
wd-Q113499594,Hobart–Detter Field,ballpark,Hutchinson,incorporated_places,,38.028333333,-97.925277777,,,,Q113499594,,wikidata,,True,False,1,0,Hobart–Detter Field
wd-Q113549107,Joe Zimmerman Stadium,stadium,Marrero,census_designated_places,,29.892222222,-90.103611111,2018-01-01,,,Q113549107,,wikidata,,True,False,1,0,Joe Zimmerman Stadium
wd-Q113694754,Sunset Country Club,golf_course,Sunset Hills,incorporated_places,,38.532,-90.393,,,,Q113694754,,wikidata,,False,False,1,0,Sunset Country Club
wd-Q114657948,Scotty Wood Stadium,stadium,Allentown,incorporated_places,,40.596149,-75.510681,1999-01-01,,,Q114657948,,wikidata,,True,False,2,0,Scotty Wood Stadium | Muhlenberg College Stadium
wd-Q115149003,The Endurance Factory Fitness - Home of CrossFit TEF,recreation,,no_place,,39.1296695,-76.8052043,,,,Q115149003,,wikidata,,False,False,2,0,The Endurance Factory Fitness - Home of CrossFit TEF | savage-maryland-crossfit-gym
wd-Q115227474,Clinton Skatepark,recreation,,none,,,,,,,Q115227474,,wikidata,,False,False,1,0,Clinton Skatepark
wd-Q115258779,Bryce Harper Field,ballpark,Washington,incorporated_places,,38.96901,-77.01708,,,,Q115258779,,wikidata,,True,False,1,0,Bryce Harper Field
wd-Q115284159,Ryan Zimmerman Field,ballpark,Washington,incorporated_places,,38.88106,-77.01082,,,,Q115284159,,wikidata,,True,False,1,0,Ryan Zimmerman Field
wd-Q115527690,Hotworx,recreation,,none,,,,,,,Q115527690,,wikidata,,False,False,1,0,HOTWORX
wd-Q115917423,Kona Skatepark,recreation,Jacksonville,incorporated_places,,30.323252634,-81.564850001,,,,Q115917423,,wikidata,,False,False,1,0,Kona Skatepark
wd-Q116385956,St. Mary's Playground,recreation,New York,incorporated_places,,40.676546638,-73.997062422,,,,Q116385956,,wikidata,,False,False,2,0,St. Mary's Playground | Saint Mary's Playground
wd-Q116701093,Utica-Rome Speedway,racetrack,,no_place,,43.0786,-75.5162,,,,Q116701093,,wikidata,,True,False,1,0,Utica-Rome Speedway
wd-Q116769121,Tampa street circuit,racetrack,East Lake-Orient Park,census_designated_places,,27.990522222,-82.360063888,,,,Q116769121,,wikidata,,True,False,1,0,Tampa street circuit
wd-Q116769315,West Palm Beach street circuit,racetrack,West Palm Beach,incorporated_places,,26.725152777,-80.08085,,,,Q116769315,,wikidata,,True,False,1,0,West Palm Beach street circuit
wd-Q116820667,Cedar Ridge Country Club,golf_course,Broken Arrow,incorporated_places,,36.011331,-95.859335,,,,Q116820667,,wikidata,,False,False,1,0,Cedar Ridge Country Club
wd-Q117272646,Hagerstown Multi-Use Sports and Events Facility,stadium,Hagerstown,incorporated_places,,39.640555555,-77.723888888,2024-01-01,,,Q117272646,,wikidata,,True,False,1,0,Hagerstown Multi-Use Sports and Events Facility
wd-Q117301446,Nilmarie Santini Court,other,San Juan zona urbana,census_designated_places,,18.438672764,-66.067633331,,,,Q117301446,,wikidata,,False,False,2,0,Nilmarie Santini Court | Gimnasio Nilmarie Santini
wd-Q117302112,Curry Arena,arena,Charlotte,incorporated_places,,35.188682868,-80.83512359,,,2500,Q117302112,,wikidata,,True,False,1,0,Curry Arena
wd-Q117309355,Leo D. Mahoney Arena,arena,Fairfield University,census_designated_places,,41.160174875,-73.25683127,,,3500,Q117309355,,wikidata,,True,False,2,0,Leo D. Mahoney Arena | Mahoney Arena
wd-Q117715529,St. Xavier Bombers golf,golf_course,,none,,,,,,,Q117715529,,wikidata,,False,False,6,0,St. Xavier Bombers golf | Bomber golf | St. X Bombers golf | St. X golf | St. Xavier golf | golf Bombers
wd-Q117721543,Beacon Glades Disc Golf,golf_course,Beacon,incorporated_places,,41.488761509,-73.966154249,,,,Q117721543,,wikidata,,False,False,1,0,Beacon Glades Disc Golf
wd-Q117819902,Bushwick pool,aquatic_center,New York,incorporated_places,,40.701617439,-73.93937896,,,,Q117819902,,wikidata,,False,False,1,0,Bushwick pool
wd-Q1201545,Detroit Olympia,arena,Detroit,incorporated_places,MI,42.354444444,-83.100555555,1927-10-15,1987-09-01,15000,Q1201545,,wikidata,,True,False,2,0,Detroit Olympia | Olympia Stadium
wd-Q1210268,Dick's Sporting Goods Park,stadium,Commerce City,incorporated_places,CO,39.805555555,-104.891944444,2007-04-07,,17424,Q1210268,way/626539832,wikidata,0.03,True,False,2,0,Dick's Sporting Goods Park | DSG Park
wd-Q1224721,First Data Field,stadium,Port St. Lucie,incorporated_places,FL,27.325281,-80.404494,1987-01-01,,7160,Q1224721,,wikidata,,True,False,2,0,First Data Field | Clover Park
wd-Q1233077,Doak Campbell Stadium,stadium,Tallahassee,incorporated_places,FL,30.438055555,-84.304444444,1950-10-07,,79560,Q1233077,way/127125927,wikidata,0.011,True,False,3,0,Doak Campbell Stadium | Bobby Bowden Field at Doak Campbell Stadium | Doak S. Campbell Stadium
wd-Q1237181,Civic Arena,stadium,Pittsburgh,incorporated_places,PA,40.441666666,-79.99,1961-09-17,2011-09-26,16940,Q1237181,,wikidata,,True,True,5,0,Civic Arena | Civic Auditorium | Mellon Arena | Pittsburgh Civic Arena | The Igloo
wd-Q1240053,Donald L. Tucker Civic Center,other,Tallahassee,incorporated_places,FL,30.4378,-84.2865,,,12100,Q1240053,,wikidata,,True,False,2,0,Donald L. Tucker Civic Center | Tallahassee-Leon County Civic Center
wd-Q1252953,Dover Motor Speedway,racetrack,Dover,incorporated_places,DE,39.19,-75.53,,,,Q1252953,,wikidata,,True,False,5,0,Dover Motor Speedway | Dover Downs International Speedway | Dover International Speedway | Monster Mile | The Monster Mile
wd-Q128810,UPMC Park,stadium,Erie,incorporated_places,PA,42.126944,-80.08,1995-06-20,,6000,Q128810,way/825435338,wikidata,0.024,True,False,2,2,Jerry Uht Park | UPMC Park
wd-Q1187624,United States Navy Strike Fighter Tactics Instructor program,other,,no_place,NV,39.425,-118.702777777,1969-03-03,,,Q1187624,,wikidata,,False,False,5,0,United States Navy Strike Fighter Tactics Instructor program | SFTI | Strike Fighter Tactics Instructor Program | TOPGUN | United States Navy Fighter Weapons School
wd-Q1189339,Three Rivers Stadium,stadium,Pittsburgh,incorporated_places,PA,40.446666666,-80.012777777,,2001-02-11,59000,Q1189339,,wikidata,,True,False,1,0,Three Rivers Stadium
wd-Q1193117,T-Mobile Park,ballpark,Seattle,incorporated_places,WA,47.591388888,-122.3325,,,47476,Q1193117,relation/18550612,wikidata,0.006,True,False,3,0,T-Mobile Park | Safeco Field | The Safe
wd-Q1193671,Daikin Park,ballpark,Houston,incorporated_places,TX,29.756944444,-95.355555555,1997-11-01,,42060,Q1193671,way/129025430,wikidata,0.044,True,False,6,4,Enron Field | Astros Field | Minute Maid Park | Daikin Park | Ballpark at Union Station | The Ballpark at Union Station
wd-Q1194586,Petco Park,stadium,San Diego,incorporated_places,CA,32.707333,-117.156944,,,42302,Q1194586,way/24616919,wikidata,0.019,True,False,1,0,Petco Park
wd-Q120919889,"""Steady Ed"" Headrick Memorial Disc Golf Course",golf_course,Appling,wikidata_unverified,GA,,,2006-01-01,,,Q120919889,,wikidata,,False,False,5,0,"""Steady Ed"" Headrick Memorial Disc Golf Course | Ed Headrick Memorial Course | IDGC - Steady Ed Headrick Memorial | Steady Ed Headrick Memorial DGC | Steady Ed Memorial Course"
wd-Q120967614,Seattle Badminton Club,other,Kirkland,incorporated_places,WA,47.698303327,-122.18413693,,,,Q120967614,,wikidata,,False,False,1,0,Seattle Badminton Club
wd-Q120970020,Regional Athletic Complex,other,Lacey,incorporated_places,WA,47.0442911,-122.7645028,,,,Q120970020,,wikidata,,False,False,1,0,Regional Athletic Complex
wd-Q120986510,Stubblefield Center,arena,Fort Smith,wikidata_unverified,AR,,,,,,Q120986510,,wikidata,,True,False,2,0,Stubblefield Center | Joel R. and Barbara Stubblefield Convocation Center
wd-Q118140803,Jack Hammett Sports Complex,other,Costa Mesa,incorporated_places,CA,33.6736658,-117.9052314,,,,Q118140803,,wikidata,,False,False,4,0,Jack Hammett Sports Complex | Jack Hammett Farm Sports Complex | Jack R. Hammett Farm Sports Complex | Jack R. Hammett Sports Complex
wd-Q118219657,Central Rock Gym Framingham,recreation,Framingham,incorporated_places,MA,42.31,-71.39,,,,Q118219657,node/10879178264,wikidata,1.132,False,True,2,0,Central Rock Gym Framingham | CRG Framingham
wd-Q118276129,"Center for Athletics, Recreation, and Wellness",recreation,Claremont,incorporated_places,CA,34.099062195,-117.711797223,2021-02-01,,,Q118276129,,wikidata,,False,True,13,0,"Athletics | CARW | Center for Athletics | Center for Athletics, Recreation & Wellness | Center for Athletics, Recreation, and Wellness | Center for Recreation | Center for Recreation, Athletics, and Wellness | Pomona College gymnasium | Rains Center | Rains Center for Sport and Recreation | Recreation & Wellness | and Wellness | the CRAW"
wd-Q118611472,Green Valley Athletic Club,recreation,Henderson,incorporated_places,NV,36.0735264,-115.078605,1988-01-01,,,Q118611472,,wikidata,,False,False,1,0,Green Valley Athletic Club
wd-Q118874908,Andy Frye Stadium,stadium,Danville,incorporated_places,KY,37.642755,-84.779751,,,,Q118874908,,wikidata,,True,False,3,0,Andy Frye Stadium | Centre College football stadium | Centre Colonels football stadium
wd-Q118898461,Fishers Event Center,arena,Fishers,incorporated_places,IN,39.947492,-86.003889,2020-01-01,,7500,Q118898461,,wikidata,,True,False,1,0,Fishers Event Center
wd-Q118943881,Skating Club of Boston Rink,arena,Boston,incorporated_places,MA,42.3635,-71.1369,1939-01-01,,,Q118943881,,wikidata,,True,False,1,0,Skating Club of Boston Rink
wd-Q120069200,CPKC Stadium,stadium,Kansas City,incorporated_places,MO,39.120333333,-94.56625,2022-10-06,,11500,Q120069200,way/1190268434,wikidata,0.091,True,False,2,0,CPKC Stadium | Kansas City Current stadium
wd-Q120135568,Regal Soccer Stadium,stadium,Knoxville,incorporated_places,TN,35.9457266,-83.9337441,,,,Q120135568,way/1472840465,wikidata,0.059,True,False,5,0,"Regal Soccer Stadium | Regal Stadium | Regal Stadium, Tennessee | Tennessee | Tennessee Soccer Complex"
wd-Q120288049,Tucson Dragway,racetrack,Pima County,wikidata_unverified,AZ,,,,,,Q120288049,,wikidata,,True,False,1,0,Tucson Dragway
wd-Q120401036,National Veterans Resource Center,arena,Syracuse,incorporated_places,NY,43.04061,-76.1363,2020-01-01,,1000,Q120401036,,wikidata,,True,False,5,0,National Veterans Resource Center | Daniel & Gayle D’Aniello Building | NVRC | National Veterans Resource Complex | Syracuse NVRC
wd-Q120669347,COCC disc golf course,golf_course,Bend,incorporated_places,OR,44.070217,-121.350433,2001-01-01,,,Q120669347,,wikidata,,False,False,4,0,COCC disc golf course | Cascade Forest disc golf course | Central Oregon Comm. College (Cascade Forest) | Central Oregon Community College Disc Golf Course
